"","小区名","地区","道路","厅室","面积","层数","联系人","月租"
"306","百花园(一期)","福田-百花","百花二路","1室1厅","49","11/18","罗京",4600
"307","泰安轩","福田-车公庙","泰然四路","1室1厅","50","3/39","赵霖",6500
"308","大冲新城花园","南山-科技园","科发路","1室0厅","49","18/30","蔡鸿镇",3600
"309","时光里","龙岗-丹竹头","岭背路22号","1室1厅","48","11/18","王燕群",2400
"310","中海康城花园","龙岗-大运","如意路","1室1厅","16","3/19","居瑞端",1870
"311","大靓花园","龙岗-布吉","靓花路","1室1厅","26","26/33","游有盛",1960
"312","中南名苑","福田-梅林","梅观路3号","1室1厅","24","11/29","熊瑜",1960
"313","颂德花园(颂德国际)","福田-梅林","下梅林二街6号","1室1厅","37","22/31","张维",4500
"314","雅仕荔景苑","南山-南油","南海大道2502号","1室1厅","38","11/26","段少英",2340
"315","中信花园","南山-华侨城","新中路33号","1室1厅","26","9/29","游有盛",1870
"316","上梅林综合楼","福田-梅林","西横街29号","1室1厅","17","14/27","高其阳",2900
"317","福宇轩","福田-新洲","新沙路13号","1室1厅","50","22/32","叶冬秀",5000
"318","祥云天都世纪","福田-新洲","新洲三街15号","1室1厅","13","2/12","王敏",1708
"319","银华大厦","福田-笔架山","福田区槟榔道20号","1室1厅","36","1/32","曹子聪",4900
"320","深蓝公寓","南山-南油","南商路91号","1室0厅","38","12/14","甘满玉",2600
"321","宝星智荟城(商住楼)","宝安-桃源居","洲石路,近前进二路","1室1厅","18","3/20","王宝鑫",2000
"322","赛格新城市广场","龙岗-丹竹头","布龙路18号","1室1厅","45","12/26","陈玉叶",2400
"323","华侨城四海锦园","龙岗-平湖","富安大道","1室1厅","38","5/26","朱利均",6300
"324","金地国际公寓","南山-科技园","高新南十道","1室1厅","42","23/29","严兵卫",6000
"325","韵动家园","福田-上下沙","沙嘴路119号","1室2厅","110","18/62","高进杰",17000
"326","深业上城","福田-莲花","笋岗西路","1室1厅","15","1/17","何叶珍",1905
"327","阳光新居","龙岗-布吉","长龙路128-1号","1室1厅","46","5/16","郑智涛",2000
"328","东津名座","坪山-坪山","横坪公路","1室1厅","22","24/31","居瑞端",1980
"329","福隆大厦","宝安-宝安中心","宝安大道","1室1厅","15","2/12","王敏",1753
"330","华润深圳湾悦府一期","南山-后海","滨海大道","1室1厅","108","27/40","王瑞凯",20000
"331","红花园","深圳周边-东莞","中坳路17号","1室1厅","36","2/37","董永",3100
"332","荣德国际城市综合体","龙岗-横岗","龙岗大道","1室1厅","46","20/27","韦炯君",3200
"333","祥云天都世纪","福田-新洲","新洲三街15号","1室1厅","48","18/32","王红锋",5000
"334","银华大厦","福田-笔架山","福田区槟榔道20号","1室1厅","33","10/31","吴连",3900
"335","广兴源圣拿威(湾美花园)","宝安-西乡","海城路","1室1厅","95","4/4","陈龙进",8500
"336","前海壹号","南山-前海","梦海大道","1室1厅","28","23/31","陈金星",1950
"337","麟恒中心广场二期","龙岗-横岗","龙岗大道","1室1厅","39","17/31","苏俊宇",6000
"338","深蓝公寓","南山-南油","南商路91号","1室1厅","32","17/30","苏俊宇",4200
"339","深蓝公寓","南山-南油","南商路91号","1室1厅","45","30/32","刘滨",4400
"340","百仕达花园四期","罗湖-水库","太宁路","1室0厅","38","10/14","唐云霞",3000
"341","宝星智荟城(商住楼)","宝安-桃源居","洲石路,近前进二路","1室0厅","39","4/7","甘小军",4200
"342","槟榔园","南山-蛇口","工业九路28号","1室1厅","16","24/29","赖铭驰",1880
"343","潜龙曼海宁(南区)","龙华-民治","新区大道","1室0厅","35","7/16","代杰",2580
"344","向南新村","龙华-民治","民治大道","1室1厅","14","3/13","王敏",1672
"345","大靓花园","龙岗-布吉","靓花路","1室1厅","14","1/17","何叶珍",1970
"346","鹏公馆","罗湖-翠竹","文锦北路1118号","1室0厅","41","23/28","曾杰唯",4500
"347","锦安楼","福田-梅林","梅华路273号","1室1厅","19","14/27","游有盛",1910
"348","鸿荣源西城雅筑","宝安-宝安中心","玉律路","1室1厅","42","26/31","舒曼",4500
"349","名门世家","龙岗-横岗","龙岗大道","1室1厅","26","10/28","陈金星",1930
"350","翠隆花园","龙岗-布吉","布龙路","1室1厅","15","3/19","居瑞端",1875
"351","潜龙鑫茂花园(C区)","龙华-梅林关口","民丰路","1室1厅","39","10/13","葛昊",3500
"352","光彩新世纪家园","南山-南油","南山大道1136号","1室2厅","50","24/30","张维",5500
"353","荔苑小区","深圳周边-惠州","西堤路28号","1室1厅","38","14/21","赖圆媛",3380
"354","合正园","福田-梅林","梅华路181号","1室1厅","21","21/24","熊瑜",2070
"355","联城美园","罗湖-国贸","新安路59号","1室1厅","36","13/35","陈明发",4200
"356","佳兆业大都汇","龙岗-布吉","龙岗大道","1室1厅","45","30/33","唐湘文",2600
"357","深业东岭","罗湖-怡景","沿河北路","1室0厅","39","1/38","郑俊华",4500
"358","长龙苑","龙岗-布吉","长龙路107-1号","1室1厅","14","11/29","居瑞端",1910
"359","百花公寓","深圳周边-东莞","黄金路","1室1厅","23","13/20","张晓英",1900
"360","华讯中心","罗湖-蔡屋围","宝安南路,近红桂横街","1室1厅","51","20/56","马志国",5500
"361","百花公寓","深圳周边-东莞","黄金路","1室1厅","23","13/20","张晓英",1900
"362","后海第二统建楼","南山-南油","华明路21号","1室1厅","28","3/34","马莉娟",2700
"363","栖游记","南山-蛇口","后海大道","1室1厅","45","26/34","李姗英",6500
"364","恒丰工业城","宝安-桃源居","洲石公路","1室1厅","35","11/11","郭晓丽",2400
"365","福围雅苑","宝安-宝安机场","福围路","1室0厅","16","13/28","董永红",2020
"366","置地逸轩","罗湖-国贸","春风路3038号","1室1厅","20","16/34","陈涛",5300
"367","祥云天都世纪","福田-新洲","新洲三街15号","1室1厅","50","9/32","王红锋",4800
"368","华讯中心","罗湖-蔡屋围","宝安南路,近红桂横街","1室1厅","51","20/56","马志国",5500
"369","星座传奇","福田-石厦","石厦北八街3号","1室1厅","42","19/33","王红锋",5000
"370","华润深圳湾悦府一期","南山-后海","滨海大道","1室1厅","108","35/40","王瑞凯",20000
"371","华讯中心","罗湖-蔡屋围","宝安南路,近红桂横街","1室1厅","45","20/40","马志国",5500
"372","幸福城公寓","龙华-清湖","清泉路,近和平路","1室1厅","53","28/28","李强",3500
"373","东海国际公寓","福田-农科中心","深南大道7888号","1室2厅","76","33/88","刘刚",22000
"374","华讯中心","罗湖-蔡屋围","宝安南路,近红桂横街","1室1厅","51","26/40","张东红",5600
"375","阳光华艺大厦","南山-南山中心","南光路130号","1室0厅","38","14/28","罗玉敏",5000
"376","领尚华府","宝安-西乡","航城大道6-1号","1室2厅","52","5/30","易嘉亮",4200
"377","万科城","龙岗-坂田","坂雪岗大道","1室0厅","38","12/21","高小况",3000
"378","大冲新城花园","南山-科技园","科发路","1室1厅","50","15/44","贾丽",6200
"379","长龙苑","龙岗-布吉","长龙路107-1号","1室1厅","17","2/18","居瑞端",1860
"380","星河世纪大厦","福田-福田中心","彩田路","1室1厅","42","15/32","程放",6300
"381","麟恒中心广场二期","龙岗-横岗","龙岗大道","1室1厅","26","3/30","段少英",1970
"382","布龙城","龙岗-丹竹头","布龙路20号","1室1厅","15","1/17","居瑞端",1935
"383","星河世纪大厦","福田-福田中心","彩田路","1室1厅","44","29/32","周小春",6500
"384","锦冠华城(雅景苑二期)","龙岗-横岗","红棉一路","1室1厅","25","1/29","陈金星",2080
"385","集悦城红花岭","南山-桃源村","留仙大道1191-1号","1室0厅","18","6/8","李俊杰",2108
"386","荔苑小区","深圳周边-惠州","西堤路28号","1室1厅","38","14/21","赖圆媛",3380
"387","翠隆花园","龙岗-布吉","布龙路","1室1厅","15","3/19","居瑞端",1875
"388","宝星智荟城(商住楼)","宝安-桃源居","洲石路,近前进二路","1室0厅","38","7/14","吴秋达",3000
"389","赛格新城市广场","龙岗-丹竹头","布龙路18号","1室1厅","18","3/20","王宝鑫",2000
"390","长龙苑","龙岗-布吉","长龙路107-1号","1室1厅","18","3/20","居瑞端",2010
"391","东海国际公寓","福田-农科中心","深南大道7888号","1室1厅","76","14/73","王旭斌",16000
"392","下水径新村","龙岗-布吉","吉华路","1室1厅","17","18/26","何叶珍",2090
"393","阳光新居","龙岗-布吉","长龙路128-1号","1室1厅","17","13/31","王宝鑫",1855
"394","时光里","龙岗-丹竹头","岭背路22号","1室0厅","49","13/29","蔡鸿镇",3600
"395","和成世纪名园","龙岗-坂田","五和大道","1室0厅","23","11/14","张建天",1350
"396","潜龙曼海宁(南区)","龙华-民治","新区大道","1室1厅","46","10/12","王泽理",3180
"397","城市丽都花园","宝安-沙井","企安路12号","1室1厅","45","8/12","张小凤",1700
"398","天安云谷","龙岗-坂田","雪岗北路","1室1厅","25","3/9","王涛",2400
"399","自由港湾公寓","福田-福田口岸","福田区桂花路17号","1室0厅","16","4/7","林泽斯",3500
"400","天健时尚空间","宝安-宝安中心","海秀路18号","1室1厅","28","8/21","赵继发",5200
"401","荔苑新村","龙华-龙华中心区","上油松路8号","1室0厅","20","1/6","邢献为",1280
"402","创兴时代","龙岗-坂田","里浦街3号","1室1厅","35","8/26","颜翠枝",1550
"403","金海岸","南山-南油","创业路9号","1室0厅","20","8/17","吴丽琴",4200
"404","万科金色家园","福田-景田","莲花路2018号","1室0厅","35","2/7","刘圆",3480
"405","深业泰然观澜玫瑰苑","龙华-观澜","观澜大道","1室1厅","39","15/31","楚立通",2500
"406","嘉湖新都","罗湖-翠竹","田贝四路208号","1室2厅","47","10/31","李思千",3800
"407","花样年花好园","福田-上下沙","滨河大道9299号","1室1厅","32","4/25","贾康乐",5450
"408","莲丰雅苑","福田-莲花","北环大道4013号","1室2厅","42","13/29","龚顺",3900
"409","大冲新城花园","南山-科技园","科发路","1室1厅","44","16/34","张可",6300
"410","3号线城市公寓(森雅谷润筑园)","龙岗-龙岗中心城","金源二路","1室1厅","50","12/45","梁浩",750
"411","万科云城","南山-西丽","创科路","1室0厅","25","2/6","粟俊",1380
"412","泛海城市广场","南山-前海","前海路","1室1厅","33","11/30","刘伟健",2600
"413","金地上塘道(一期)","龙华-民治","上塘路8号","1室1厅","39","16/25","卢朝隆",4100
"414","中熙香缇公馆","深圳周边-东莞","洪梅中心大道68号","1室1厅","42","13/24","苏树斌",4300
"415","梅州大厦","南山-桃源村","龙珠大道40-1号","1室1厅","44","27/32","王泽理",4000
"416","卡罗社区","宝安-宝安中心","裕安一路","1室1厅","42","19/33","宋辉",1100
"417","同富丽苑","龙华-大浪","华繁路165号","1室0厅","20","3/5","陈宗丽",2690
"418","3号线城市公寓(森雅谷润筑园)","龙岗-龙岗中心城","金源二路","1室1厅","56","12/16","王水燕",1880
"419","合正锦湖逸园","罗湖-洪湖","洪湖一街21号","1室0厅","18","4/8","郑景文",5000
"420","佳兆业大都汇","龙岗-布吉","龙岗大道","1室1厅","34","17/32","王仁艳",750
"421","鹏公馆","罗湖-翠竹","文锦北路1118号","1室1厅","46","23/29","曾庆艳",6200
"422","金地上塘道(一期)","龙华-民治","上塘路8号","1室1厅","42","13/24","苏树斌",1200
"423","莲丰雅苑","福田-莲花","北环大道4013号","1室1厅","44","16/34","张可",1870
"424","麟恒中心广场","龙岗-横岗","龙岗大道","1室1厅","120","12/28","薛茂勤",2060
"425","花样年花好园","福田-上下沙","滨河大道9299号","1室0厅","18","4/8","郑景文",3000
"426","雍翠豪园","罗湖-莲塘","国威路","1室2厅","42","13/29","龚顺",2510
"427","佳兆业大都汇","龙岗-布吉","龙岗大道","1室1厅","43","6/9","李柏欣",3920
"428","百仕达乐湖","罗湖-水库","太宁路8号","1室1厅","42","19/33","宋辉",5200
"429","大冲新城花园","南山-科技园","科发路","1室0厅","25","5/12","戴清",2220
"430","百仕达花园四期","罗湖-水库","太宁路","1室1厅","50","12/45","梁浩",2070
"431","新天石厦花园","福田-石厦","石厦二街,近石厦路","1室1厅","46","14/27","李鑫",6300
"432","合正锦湖逸园","罗湖-洪湖","洪湖一街21号","1室1厅","60","26/42","吴丽琴",1280
"433","京基一百大厦","罗湖-蔡屋围","深南东路5016号","1室1厅","34","17/32","王仁艳",4200
"434","自由港湾公寓","福田-福田口岸","福田区桂花路17号","1室0厅","33","19/32","谢鹏",2000
"435","3号线城市公寓(森雅谷润筑园)","龙岗-龙岗中心城","金源二路","1室1厅","28","8/21","赵继发",2700
"436","金地海景花园A区","福田-新洲","金地一路","1室1厅","39","2/6","陈嗣龙",2400
"437","丽湾商务公寓","南山-前海","前海路0101号","1室1厅","45","7/8","乔倩",600
"438","泊林花园","罗湖-翠竹","水贝二路38号","1室1厅","40","14/32","殷宪晓",18000
"439","水畔紫云阁","福田-赤尾","畔水路6号","1室1厅","43","15/30","蔡佩珊",1300
"440","同富丽苑","龙华-大浪","华繁路165号","1室1厅","52","6/32","林泽腾",1780
"441","丽湾商务公寓","南山-前海","前海路0101号","1室1厅","40","24/32","殷宪晓",1000
"442","花样年花乡","宝安-宝安中心","宝安大道","1室1厅","41","13/25","王水燕",1000
"443","新天石厦花园","福田-石厦","石厦二街,近石厦路","1室1厅","62","12/33","刘泉",700
"444","侨城馨苑","南山-华侨城","香山西街101号","1室2厅","63","21/32","尹晓兵",18000
"445","天健时尚空间","宝安-宝安中心","海秀路18号","1室1厅","35","8/26","颜翠枝",2100
"446","新天石厦花园","福田-石厦","石厦二街,近石厦路","1室2厅","62","34/44","林杰",2000
"447","佳兆业中心","福田-上步","南园路66号","1室0厅","46","21/29","平智明",1900
"448","领尚华府","宝安-西乡","航城大道6-1号","1室2厅","53","4/30","陈优良",2000
"449","洪福雅苑","宝安-宝安中心","翻身路","1室1厅","46","10/13","王军",1500
"450","珠光村东区","南山-桃源村","珠光路","1室0厅","30","3/7","陈宗丽",800
"451","佳兆业大都汇","龙岗-布吉","龙岗大道","1室1厅","45","23/33","唐湘文",1780
"452","松坪山单身公寓","南山-科技园","朗康路1号","1室0厅","30","3/6","田海龙",1500
"453","星河智荟","龙岗-横岗","龙岗大道","1室1厅","48","26/33","陈文政",1680
"454","尚峻花园","龙华-民治","民塘路","1室1厅","25","18/50","刘欢",1200
"455","园岭新村","福田-园岭","笋岗西路2057号","1室1厅","50","3/7","王国安",17000
"456","京基凤凰印象","罗湖-怡景","凤凰路181号","1室1厅","43","25/31","涂远智",800
"457","同富丽苑","龙华-大浪","华繁路165号","1室0厅","20","7/8","林斯妮",2380
