"","小区名","厅室","面积","朝向","装饰","电梯","楼层","周边","总价","单价"
"186","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"187","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"188","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"189","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"190","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"191","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"192","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"193","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"194","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"195","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"196","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"197","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"198","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"199","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"200","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"201","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"202","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"203","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"204","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"205","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"206","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"207","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"208","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"209","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"210","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"211","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"212","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"213","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"214","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"215","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"216","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"217","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"218","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"219","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"220","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"221","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"222","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"223","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"224","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"225","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"226","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"227","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"228","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"229","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"230","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"231","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"232","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"233","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"234","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"235","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"236","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"237","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"238","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"239","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"240","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"241","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"242","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"243","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"244","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"245","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"246","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"247","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"248","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"249","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"250","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"251","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"252","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"253","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"254","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"255","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"256","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"257","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"258","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"259","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"260","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"261","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"262","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"263","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"264","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"265","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"266","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"267","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"268","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"269","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"270","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"271","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"272","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"273","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"274","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"275","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"276","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"277","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"278","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"279","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"280","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"281","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"282","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"283","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"284","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"285","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"286","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"287","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"288","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"289","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"290","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"291","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"292","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"293","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"294","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"295","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"296","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"297","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"298","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"299","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"300","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"301","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"302","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"303","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"304","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"305","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"306","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"307","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"308","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"309","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
